concurrency,round,size_bytes,mean_rtt_ms,min_ue_rtt_ms,max_ue_rtt_ms,p95_ue_rtt_ms,mean_mdev_ms,mean_loss_pct
10,1,1400,2.076,1.868,2.324,2.285,0.627,0.0
10,2,1400,1.775,1.685,1.837,1.834,0.534,0.0
10,3,1400,1.967,1.687,2.207,2.193,0.499,0.0
10,4,1400,1.769,1.613,1.909,1.899,0.4,0.0
10,5,1400,2.057,1.895,2.158,2.153,0.578,0.0
