ts,phase,amf_cache_miss_pct,amf_cpu_pct,amf_ctx_sw,amf_ipc,amf_rss_mb,ausf_cache_miss_pct,ausf_cpu_pct,ausf_ctx_sw,ausf_ipc,ausf_rss_mb,nrf_cache_miss_pct,nrf_cpu_pct,nrf_ctx_sw,nrf_ipc,nrf_rss_mb,pcf_cache_miss_pct,pcf_cpu_pct,pcf_ctx_sw,pcf_ipc,pcf_rss_mb,scp_cache_miss_pct,scp_cpu_pct,scp_ctx_sw,scp_ipc,scp_rss_mb,smf_cache_miss_pct,smf_cpu_pct,smf_ctx_sw,smf_ipc,smf_rss_mb,udm_cache_miss_pct,udm_cpu_pct,udm_ctx_sw,udm_ipc,udm_rss_mb,upf_cache_miss_pct,upf_cpu_pct,upf_ctx_sw,upf_ipc,upf_rss_mb
1774924960.446,ping,41.69,0.0,0,0.542,65.8,61.49,0.0,0,0.659,29.4,28.83,0.0,0,0.775,29.0,68.67,0.0,0,0.383,35.3,36.17,0.0,0,0.785,68.8,31.93,0.0,0,0.554,67.4,61.4,0.0,0,0.346,34.6,12.15,64.27,0,1.447,36.8
1774924961.645,ping,41.69,0.0,0,0.542,65.8,61.49,0.0,0,0.659,29.4,29.69,0.0,0,0.862,29.0,68.67,0.0,0,0.383,35.3,27.45,0.0,0,0.967,68.8,31.93,0.0,0,0.554,67.4,61.4,0.0,0,0.346,34.6,13.18,65.08,0,1.434,36.8
1774924962.861,ping,41.69,0.0,0,0.542,65.8,61.49,0.0,0,0.659,29.4,29.69,0.0,0,0.862,29.0,68.67,0.0,0,0.383,35.3,27.45,0.0,0,0.967,68.8,31.93,0.0,0,0.554,67.4,61.4,0.0,0,0.346,34.6,13.25,68.24,0,1.452,36.8
1774924964.052,ping,58.01,0.0,0,0.623,65.8,61.49,0.0,0,0.659,29.4,30.44,0.0,0,0.738,29.0,68.67,0.0,0,0.383,35.3,36.42,0.0,0,0.849,68.8,31.93,0.0,0,0.554,67.4,55.29,0.0,0,0.342,34.6,12.49,70.53,0,1.411,36.8
1774924965.243,ping,58.01,0.0,0,0.623,65.8,58.47,0.0,0,0.361,29.4,33.94,0.84,0,0.824,29.0,68.67,0.0,0,0.383,35.3,34.18,0.0,0,0.786,68.8,54.25,0.0,0,0.569,67.4,55.29,0.0,0,0.342,34.6,10.78,61.29,0,1.385,36.8
1774924966.433,ping,58.01,0.0,0,0.623,65.8,58.47,0.0,0,0.361,29.4,33.94,0.0,0,0.824,29.0,68.67,0.0,0,0.383,35.3,34.18,0.0,0,0.786,68.8,54.25,0.0,0,0.569,67.4,55.29,0.0,0,0.342,34.6,12.01,65.53,0,1.406,36.8
1774924967.646,ping,58.01,0.0,0,0.623,65.8,58.47,0.0,0,0.361,29.4,28.21,0.0,0,0.705,29.0,67.65,0.0,0,0.372,35.3,33.2,0.0,0,0.797,68.8,54.25,0.0,0,0.569,67.4,55.29,0.0,0,0.342,34.6,12.47,61.04,0,1.406,36.8
1774924968.846,ping,58.01,0.0,0,0.623,65.8,58.47,0.0,0,0.361,29.4,48.17,0.0,0,0.7,29.0,67.65,0.0,0,0.372,35.3,76.99,0.0,0,0.601,68.8,31.31,0.0,0,0.577,67.4,55.29,0.0,0,0.342,34.6,12.32,70.81,0,1.456,36.8
1774924970.038,ping,58.01,0.0,0,0.623,65.8,58.47,0.0,0,0.361,29.4,28.13,0.0,0,0.744,29.0,67.65,0.0,0,0.372,35.3,35.02,0.0,0,0.802,68.8,31.31,0.0,0,0.577,67.4,55.29,0.0,0,0.342,34.6,13.09,50.32,0,1.435,36.8
1774924971.221,ping,58.01,0.0,0,0.623,65.8,58.47,0.0,0,0.361,29.4,26.23,0.0,0,0.889,29.0,67.65,0.0,0,0.372,35.3,25.77,0.85,0,0.669,68.8,31.31,0.0,0,0.577,67.4,55.29,0.0,0,0.342,34.6,11.47,68.5,0,1.413,36.8
1774924972.411,ping,58.01,0.0,0,0.623,65.8,58.47,0.0,0,0.361,29.4,26.23,0.0,0,0.889,29.0,67.65,0.0,0,0.372,35.3,25.77,0.0,0,0.669,68.8,31.31,0.0,0,0.577,67.4,55.29,0.0,0,0.342,34.6,11.49,61.33,0,1.405,36.8
1774924973.61,ping,56.12,0.83,0,0.634,65.8,58.47,0.0,0,0.361,29.4,29.98,0.0,0,0.755,29.0,67.65,0.0,0,0.372,35.3,35.49,0.0,0,0.514,68.8,31.31,0.0,0,0.577,67.4,54.63,0.0,0,0.367,34.6,11.79,54.2,0,1.367,36.8
1774924974.807,ping,56.12,0.0,0,0.634,65.8,58.47,0.0,0,0.361,29.4,29.98,0.0,0,0.755,29.0,67.65,0.0,0,0.372,35.3,35.49,0.0,0,0.514,68.8,31.31,0.0,0,0.577,67.4,54.63,0.0,0,0.367,34.6,12.28,61.85,0,1.375,36.8
1774924976.048,ping,56.12,0.0,0,0.634,65.8,41.39,0.0,0,0.348,29.4,28.84,0.0,0,0.795,29.0,67.65,0.0,0,0.372,35.3,30.8,0.0,0,0.677,68.8,56.32,0.0,0,0.586,67.4,54.63,0.0,0,0.367,34.6,11.44,53.96,0,1.354,36.8
1774924978.319,ping,56.12,0.0,0,0.634,65.8,41.39,0.0,0,0.348,29.4,46.86,0.0,0,0.716,29.0,71.1,0.0,0,0.623,35.3,72.41,0.0,0,0.307,68.8,56.32,0.0,0,0.586,67.4,54.63,0.0,0,0.367,34.6,17.92,3.08,0,1.313,36.8
1774924979.499,ping,56.12,0.0,0,0.634,65.8,41.39,0.0,0,0.348,29.4,29.14,0.0,0,0.461,29.0,71.1,0.0,0,0.623,35.3,37.29,0.0,0,0.578,68.8,29.23,0.0,0,0.335,67.4,54.63,0.0,0,0.367,34.6,49.88,0.0,0,0.59,36.8
1774924980.687,ping,56.12,0.0,0,0.634,65.8,41.39,0.0,0,0.348,29.4,29.14,0.0,0,0.461,29.0,71.1,0.0,0,0.623,35.3,37.29,0.0,0,0.578,68.8,29.23,0.0,0,0.335,67.4,54.63,0.0,0,0.367,34.6,49.88,0.0,0,0.59,36.8
1774924981.876,ping,56.12,0.0,0,0.634,65.8,41.39,0.0,0,0.348,29.4,25.71,0.0,0,0.91,29.0,71.1,0.0,0,0.623,35.3,24.61,0.0,0,0.946,68.8,29.23,0.0,0,0.335,67.4,54.63,0.0,0,0.367,34.6,49.88,0.0,0,0.59,36.8
1774924983.081,ping,41.94,0.0,0,0.637,65.8,41.39,0.0,0,0.348,29.4,29.48,0.0,0,0.433,29.0,71.1,0.0,0,0.623,35.3,30.87,0.0,0,0.673,68.8,29.23,0.0,0,0.335,67.4,59.64,0.0,0,0.34,34.6,10.47,0.83,0,0.974,36.8
1774924984.277,ping,41.94,0.0,0,0.637,65.8,41.39,0.0,0,0.348,29.4,29.48,0.0,0,0.433,29.0,71.1,0.0,0,0.623,35.3,30.87,0.0,0,0.673,68.8,29.23,0.0,0,0.335,67.4,59.64,0.0,0,0.34,34.6,14.46,15.05,0,1.246,36.8
1774924985.463,ping,41.94,0.0,0,0.637,65.8,47.07,0.0,0,0.418,29.4,28.59,0.0,0,0.646,29.0,71.1,0.0,0,0.623,35.3,35.27,0.0,0,0.551,68.8,55.73,0.0,0,0.466,67.4,59.64,0.0,0,0.34,34.6,11.71,35.43,0,1.27,36.8
1774924986.636,ping,41.94,0.0,0,0.637,65.8,47.07,0.0,0,0.418,29.4,28.59,0.0,0,0.646,29.0,71.1,0.0,0,0.623,35.3,35.27,0.0,0,0.551,68.8,55.73,0.0,0,0.466,67.4,59.64,0.0,0,0.34,34.6,12.11,42.64,0,1.27,36.8
1774924987.818,ping,41.94,0.0,0,0.637,65.8,47.07,0.0,0,0.418,29.4,28.26,0.0,0,0.717,29.0,64.25,0.0,0,0.657,35.3,34.48,0.0,0,0.799,68.8,55.73,0.0,0,0.466,67.4,59.64,0.0,0,0.34,34.6,11.82,42.29,0,1.347,36.8
1774924989.008,ping,41.94,0.0,0,0.637,65.8,47.07,0.0,0,0.418,29.4,48.98,0.0,0,0.467,29.0,64.25,0.0,0,0.657,35.3,78.26,0.84,0,0.604,68.8,55.73,0.0,0,0.466,67.4,59.64,0.0,0,0.34,34.6,12.15,42.86,0,1.361,36.8
1774924990.197,ping,41.94,0.0,0,0.637,65.8,47.07,0.0,0,0.418,29.4,27.95,0.0,0,0.873,29.0,64.25,0.0,0,0.657,35.3,37.88,0.0,0,0.864,68.8,34.56,0.0,0,0.594,67.4,59.64,0.0,0,0.34,34.6,11.98,37.0,0,1.237,36.8
1774924991.385,ping,41.94,0.0,0,0.637,65.8,47.07,0.0,0,0.418,29.4,29.48,0.0,0,0.871,29.0,64.25,0.0,0,0.657,35.3,24.35,0.0,0,0.649,68.8,34.56,0.0,0,0.594,67.4,59.64,0.0,0,0.34,34.6,12.17,31.13,0,1.299,36.8
1774924992.563,ping,41.94,0.0,0,0.637,65.8,47.07,0.0,0,0.418,29.4,29.48,0.0,0,0.871,29.0,64.25,0.0,0,0.657,35.3,24.35,0.0,0,0.649,68.8,34.56,0.0,0,0.594,67.4,59.64,0.0,0,0.34,34.6,12.77,23.78,0,1.185,36.8
1774924993.745,ping,58.83,0.0,0,0.365,65.8,47.07,0.0,0,0.418,29.4,28.55,0.0,0,0.563,29.0,64.25,0.0,0,0.657,35.3,34.65,0.0,0,0.575,68.8,34.56,0.0,0,0.594,67.4,52.95,0.0,0,0.364,34.6,13.35,53.29,0,1.234,36.8
1774924994.913,ping,58.83,0.0,0,0.365,65.8,47.07,0.0,0,0.418,29.4,28.55,0.0,0,0.563,29.0,64.25,0.0,0,0.657,35.3,34.65,0.0,0,0.575,68.8,34.56,0.0,0,0.594,67.4,52.95,0.0,0,0.364,34.6,10.7,66.79,0,1.365,36.8
1774924996.092,ping,58.83,0.0,0,0.365,65.8,53.12,0.0,0,0.601,29.4,25.75,0.0,0,0.622,29.0,64.25,0.0,0,0.657,35.3,31.54,0.0,0,0.522,68.8,57.09,0.0,0,0.574,67.4,52.95,0.0,0,0.364,34.6,11.84,66.16,0,1.38,36.8
1774924997.275,ping,58.83,0.0,0,0.365,65.8,53.12,0.0,0,0.601,29.4,26.33,0.0,0,0.746,29.0,65.72,0.0,0,0.363,35.4,35.2,0.0,0,0.737,69.0,57.09,0.0,0,0.574,67.4,52.95,0.0,0,0.364,34.6,12.02,64.22,0,1.404,36.8
1774924998.455,ping,58.83,0.0,0,0.365,65.8,53.12,0.0,0,0.601,29.4,47.11,0.85,0,0.382,29.0,65.72,0.0,0,0.363,35.4,79.86,0.0,0,0.289,69.0,57.09,0.0,0,0.574,67.4,52.95,0.0,0,0.364,34.6,11.72,27.98,0,1.2,36.8
1774924999.643,ping,58.83,0.0,0,0.365,65.8,53.12,0.0,0,0.601,29.4,28.11,0.0,0,0.835,29.0,65.72,0.0,0,0.363,35.4,35.45,0.0,0,0.863,69.0,57.09,0.0,0,0.574,67.4,52.95,0.0,0,0.364,34.6,12.33,66.5,0,1.383,36.8
1774925000.821,ping,58.83,0.0,0,0.365,65.8,53.12,0.0,0,0.601,29.4,28.11,0.0,0,0.835,29.0,65.72,0.0,0,0.363,35.4,35.45,0.0,0,0.863,69.0,57.09,0.0,0,0.574,67.4,52.95,0.0,0,0.364,34.6,11.85,66.21,0,1.373,36.8
1774925002.006,ping,58.83,0.0,0,0.365,65.8,53.12,0.0,0,0.601,29.4,26.21,0.0,0,0.641,29.0,65.72,0.0,0,0.363,35.4,24.97,0.0,0,0.892,69.0,29.02,0.0,0,0.603,67.4,52.95,0.0,0,0.364,34.6,11.73,37.11,0,1.379,36.8
1774925003.196,ping,47.83,0.0,0,0.612,65.8,53.12,0.0,0,0.601,29.4,26.18,0.0,0,0.794,29.0,65.72,0.0,0,0.363,35.4,33.98,0.84,0,0.838,69.0,29.02,0.0,0,0.603,67.4,49.97,0.0,0,0.366,34.6,10.89,26.05,0,1.274,36.8
1774925005.185,ping,47.83,0.0,0,0.612,65.8,40.08,0.0,0,0.533,29.4,25.86,0.0,0,0.877,29.0,65.72,0.0,0,0.363,35.4,25.48,0.0,0,0.751,69.0,53.06,0.0,0,0.592,67.4,49.97,0.0,0,0.366,34.6,13.39,22.13,0,1.359,36.8
1774925006.354,ping,47.83,0.0,0,0.612,65.8,40.08,0.0,0,0.533,29.4,25.86,0.0,0,0.877,29.0,65.72,0.0,0,0.363,35.4,25.48,0.0,0,0.751,69.0,53.06,0.0,0,0.592,67.4,49.97,0.0,0,0.366,34.6,13.39,0.0,0,1.359,36.8
1774925007.523,ping,47.83,0.0,0,0.612,65.8,40.08,0.0,0,0.533,29.4,27.61,0.0,0,0.754,29.0,67.28,0.0,0,0.34,35.4,35.58,0.0,0,0.804,69.0,53.06,0.0,0,0.592,67.4,49.97,0.0,0,0.366,34.6,13.39,0.0,0,1.359,36.8
1774925008.69,ping,47.83,0.0,0,0.612,65.8,40.08,0.0,0,0.533,29.4,45.49,0.0,0,0.684,29.0,67.28,0.0,0,0.34,35.4,75.07,0.0,0,0.548,69.0,53.06,0.0,0,0.592,67.4,49.97,0.0,0,0.366,34.6,13.39,0.0,0,1.359,36.8
1774925009.863,ping,47.83,0.0,0,0.612,65.8,40.08,0.0,0,0.533,29.4,28.59,0.0,0,0.756,29.0,67.28,0.0,0,0.34,35.4,37.54,0.0,0,0.802,69.0,53.06,0.0,0,0.592,67.4,49.97,0.0,0,0.366,34.6,13.39,0.0,0,1.359,36.8
