ts,phase,amf_cpu_pct,amf_ctx_sw,amf_rss_mb,ausf_aex_rate,ausf_cache_miss_pct,ausf_cpu_pct,ausf_ctx_sw,ausf_eenter_rate,ausf_eexit_rate,ausf_ipc,ausf_rss_mb,nrf_aex_rate,nrf_cache_miss_pct,nrf_cpu_pct,nrf_ctx_sw,nrf_eenter_rate,nrf_eexit_rate,nrf_ipc,nrf_rss_mb,pcf_aex_rate,pcf_cache_miss_pct,pcf_cpu_pct,pcf_ctx_sw,pcf_eenter_rate,pcf_eexit_rate,pcf_ipc,pcf_rss_mb,scp_aex_rate,scp_cache_miss_pct,scp_cpu_pct,scp_ctx_sw,scp_eenter_rate,scp_eexit_rate,scp_ipc,scp_rss_mb,smf_aex_rate,smf_cache_miss_pct,smf_cpu_pct,smf_ctx_sw,smf_eenter_rate,smf_eexit_rate,smf_ipc,smf_rss_mb,udm_aex_rate,udm_cache_miss_pct,udm_cpu_pct,udm_ctx_sw,udm_eenter_rate,udm_eexit_rate,udm_ipc,udm_rss_mb,upf_cpu_pct,upf_ctx_sw,upf_rss_mb
1774903244.015,registration,0.0,0,316.4,0,54.13,0.0,0,0,0,0.341,5.9,0,22.04,0.0,0,0,0,0.391,6.0,0,53.72,0.0,0,0,0,0.358,6.0,0,14.39,0.0,0,0,0,0.431,6.1,0,67.48,0.0,0,0,0,0.354,6.0,0,62.46,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903245.839,registration,0.0,0,316.4,0,54.13,0.0,0,0,0,0.341,5.9,0,22.04,0.0,0,0,0,0.391,6.0,0,53.72,0.0,0,0,0,0.358,6.0,0,14.39,0.0,0,0,0,0.431,6.1,0,67.48,0.0,0,0,0,0.354,6.0,0,62.46,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903247.705,registration,0.0,0,316.4,0,54.13,0.0,0,0,0,0.341,5.9,0,22.04,0.0,0,0,0,0.391,6.0,0,53.72,0.0,0,0,0,0.358,6.0,0,14.39,0.0,0,0,0,0.431,6.1,0,67.48,0.0,0,0,0,0.354,6.0,0,62.46,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903249.551,registration,0.0,0,316.4,0,54.13,0.0,0,0,0,0.341,5.9,0,22.04,0.0,0,0,0,0.391,6.0,0,53.72,0.0,0,0,0,0.358,6.0,0,14.39,0.0,0,0,0,0.431,6.1,0,67.48,0.0,0,0,0,0.354,6.0,0,62.46,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903251.397,ping,0.54,0,316.4,0,54.13,0.0,0,0,0,0.341,5.9,27,38.5,1.08,0,46,46,0.382,6.0,0,53.72,0.54,0,0,0,0.358,6.0,54,41.19,2.17,0,90,90,0.387,6.1,19,61.72,0.0,0,31,31,0.356,6.0,0,62.46,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903253.332,ping,0.0,0,316.4,0,54.31,0.0,0,0,0,0.346,5.9,0,25.09,0.0,0,0,0,0.392,6.0,0,54.51,0.0,0,0,0,0.359,6.0,35,71.36,1.03,0,62,62,0.31,6.1,0,61.72,0.0,0,0,0,0.356,6.0,0,56.98,0.0,0,0,0,0.272,5.8,4.22,0,65.7
1774903255.187,ping,0.0,0,316.4,0,54.31,0.0,0,0,0,0.346,5.9,0,25.09,0.0,0,0,0,0.392,6.0,0,54.51,0.0,0,0,0,0.359,6.0,0,71.36,0.0,0,0,0,0.31,6.1,0,61.72,0.0,0,0,0,0.356,6.0,0,56.98,0.0,0,0,0,0.272,5.8,42.04,0,65.7
1774903257.539,ping,0.0,0,316.4,0,54.31,0.0,0,0,0,0.346,5.9,0,25.09,0.0,0,0,0,0.392,6.0,0,54.51,0.0,0,0,0,0.359,6.0,0,71.36,0.0,0,0,0,0.31,6.1,0,61.72,0.0,0,0,0,0.356,6.0,0,56.98,0.0,0,0,0,0.272,5.8,45.58,0,65.7
1774903259.388,ping,0.0,0,316.4,0,54.31,0.0,0,0,0,0.346,5.9,0,25.09,0.0,0,0,0,0.392,6.0,0,54.51,0.0,0,0,0,0.359,6.0,0,71.36,0.0,0,0,0,0.31,6.1,0,61.72,0.0,0,0,0,0.356,6.0,0,56.98,0.0,0,0,0,0.272,5.8,44.92,0,65.7
1774903261.25,ping,0.0,0,316.4,0,54.31,0.54,0,0,0,0.346,5.9,32,48.35,0.54,0,46,46,0.317,6.0,0,54.51,0.0,0,0,0,0.359,6.0,54,45.23,1.61,0,90,90,0.381,6.1,26,49.97,0.54,0,46,46,0.347,6.0,0,56.98,0.0,0,0,0,0.272,5.8,43.53,0,65.7
1774903263.139,ping,0.0,0,316.4,0,45.82,0.0,0,0,0,0.274,5.9,0,31.85,0.53,0,0,0,0.348,6.0,0,44.42,0.0,0,0,0,0.248,6.0,0,39.02,0.53,0,0,0,0.994,6.1,0,49.97,0.0,0,0,0,0.347,6.0,0,51.16,0.0,0,0,0,0.3,5.8,45.27,0,65.7
1774903265.052,ping,0.0,0,316.4,0,45.82,0.0,0,0,0,0.274,5.9,0,31.85,0.0,0,0,0,0.348,6.0,0,44.42,0.0,0,0,0,0.248,6.0,0,39.02,0.0,0,0,0,0.994,6.1,0,49.97,0.0,0,0,0,0.347,6.0,0,51.16,0.0,0,0,0,0.3,5.8,47.95,0,65.7
1774903266.92,ping,0.0,0,316.4,0,45.82,0.0,0,0,0,0.274,5.9,0,31.85,0.0,0,0,0,0.348,6.0,0,44.42,0.0,0,0,0,0.248,6.0,0,39.02,0.0,0,0,0,0.994,6.1,0,49.97,0.0,0,0,0,0.347,6.0,0,51.16,0.0,0,0,0,0.3,5.8,52.15,0,65.7
1774903268.802,ping,0.0,0,316.4,0,45.82,0.0,0,0,0,0.274,5.9,0,31.85,0.0,0,0,0,0.348,6.0,0,44.42,0.0,0,0,0,0.248,6.0,0,39.02,0.0,0,0,0,0.994,6.1,0,49.97,0.0,0,0,0,0.347,6.0,0,51.16,0.0,0,0,0,0.3,5.8,51.67,0,65.7
1774903270.639,ping,0.0,0,316.4,0,45.82,0.0,0,0,0,0.274,5.9,27,31.85,0.0,0,46,46,0.348,6.0,0,44.42,0.0,0,0,0,0.248,6.0,52,39.02,0.54,0,90,90,0.994,6.1,18,49.97,0.0,0,31,31,0.347,6.0,0,51.16,0.0,0,0,0,0.3,5.8,42.82,0,65.7
1774903272.495,ping,0.0,0,316.4,0,53.21,0.0,0,0,0,0.284,5.9,0,23.52,1.08,0,0,0,0.369,6.0,0,46.18,0.0,0,0,0,0.254,6.0,0,18.04,1.62,0,0,0,0.385,6.1,0,43.76,0.0,0,0,0,0.332,6.0,0,54.49,0.54,0,0,0,0.33,5.8,46.91,0,65.7
1774903274.498,ping,0.0,0,316.4,0,53.21,0.0,0,0,0,0.284,5.9,0,23.52,0.0,0,0,0,0.369,6.0,0,46.18,0.0,0,0,0,0.254,6.0,33,36.74,0.0,0,61,61,0.899,6.1,0,43.76,0.0,0,0,0,0.332,6.0,0,54.49,0.0,0,0,0,0.33,5.8,41.41,0,65.7
1774903277.267,ping,0.0,0,316.4,0,53.21,0.0,0,0,0,0.284,5.9,0,23.52,0.0,0,0,0,0.369,6.0,0,46.18,0.0,0,0,0,0.254,6.0,0,36.74,0.0,0,0,0,0.899,6.1,0,43.76,0.0,0,0,0,0.332,6.0,0,54.49,0.0,0,0,0,0.33,5.8,2.87,0,65.7
1774903279.106,ping,0.0,0,316.4,0,53.21,0.0,0,0,0,0.284,5.9,0,23.52,0.0,0,0,0,0.369,6.0,0,46.18,0.0,0,0,0,0.254,6.0,0,36.74,0.0,0,0,0,0.899,6.1,0,43.76,0.0,0,0,0,0.332,6.0,0,54.49,0.0,0,0,0,0.33,5.8,2.17,0,65.7
1774903280.947,ping,0.0,0,316.4,0,53.21,0.0,0,0,0,0.284,5.9,27,39.76,0.0,0,46,46,0.392,6.0,0,46.18,0.0,0,0,0,0.254,6.0,53,34.78,0.54,0,90,90,0.387,6.1,18,65.21,0.0,0,31,31,0.349,6.0,0,54.49,0.0,0,0,0,0.33,5.8,2.7,0,65.7
1774903282.799,ping,0.0,0,316.4,0,50.91,0.0,0,0,0,0.292,5.9,0,24.76,0.54,0,0,0,0.371,6.0,0,51.19,0.54,0,0,0,0.272,6.0,0,15.28,2.16,0,0,0,0.42,6.1,7,46.85,0.0,0,13,13,0.337,6.0,0,64.5,0.54,0,0,0,0.341,5.8,2.71,0,65.7
1774903284.641,ping,0.0,0,316.4,0,50.91,0.0,0,0,0,0.292,5.9,0,24.76,0.0,0,0,0,0.371,6.0,0,51.19,0.0,0,0,0,0.272,6.0,0,15.28,0.0,0,0,0,0.42,6.1,0,46.85,0.0,0,0,0,0.337,6.0,0,64.5,0.0,0,0,0,0.341,5.8,2.72,0,65.7
1774903286.475,ping,0.0,0,316.4,0,50.91,0.0,0,0,0,0.292,5.9,0,24.76,0.0,0,0,0,0.371,6.0,0,51.19,0.0,0,0,0,0.272,6.0,0,38.95,0.55,0,0,0,1.009,6.1,0,46.85,0.0,0,0,0,0.337,6.0,0,64.5,0.0,0,0,0,0.341,5.8,3.27,0,65.7
1774903288.33,ping,0.0,0,316.4,0,50.91,0.0,0,0,0,0.292,5.9,0,24.76,0.0,0,0,0,0.371,6.0,0,51.19,0.0,0,0,0,0.272,6.0,0,38.95,0.0,0,0,0,1.009,6.1,0,46.85,0.0,0,0,0,0.337,6.0,0,64.5,0.0,0,0,0,0.341,5.8,3.24,0,65.7
1774903290.171,ping,0.0,0,316.4,0,50.91,0.0,0,0,0,0.292,5.9,27,24.76,0.0,0,46,46,0.371,6.0,0,51.19,0.0,0,0,0,0.272,6.0,53,38.95,0.54,0,90,90,1.009,6.1,19,46.85,0.0,0,31,31,0.337,6.0,0,64.5,0.0,0,0,0,0.341,5.8,0.0,0,65.7
1774903292.019,ping,0.0,0,316.4,0,54.36,0.0,0,0,0,0.352,5.9,0,26.11,1.08,0,0,0,0.402,6.0,0,53.93,0.0,0,0,0,0.313,6.0,0,14.35,2.16,0,0,0,0.426,6.1,0,64.48,0.0,0,0,0,0.353,6.0,0,64.84,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903293.864,ping,0.0,0,316.4,0,54.36,0.0,0,0,0,0.352,5.9,0,26.11,0.0,0,0,0,0.402,6.0,0,53.93,0.0,0,0,0,0.313,6.0,0,14.35,0.0,0,0,0,0.426,6.1,0,52.59,0.54,0,0,0,0.339,6.0,0,64.84,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903295.689,ping,0.0,0,316.4,0,54.36,0.0,0,0,0,0.352,5.9,0,26.11,0.0,0,0,0,0.402,6.0,0,53.93,0.0,0,0,0,0.313,6.0,33,14.35,0.0,0,61,61,0.426,6.1,0,52.59,0.0,0,0,0,0.339,6.0,0,64.84,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903297.557,ping,0.0,0,316.4,0,54.36,0.0,0,0,0,0.352,5.9,0,26.11,0.0,0,0,0,0.402,6.0,0,53.93,0.0,0,0,0,0.313,6.0,33,38.08,1.07,0,61,61,0.953,6.1,0,52.59,0.0,0,0,0,0.339,6.0,0,64.84,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903299.393,ping,0.0,0,316.4,0,54.36,0.0,0,0,0,0.352,5.9,0,26.11,0.0,0,0,0,0.402,6.0,0,53.93,0.0,0,0,0,0.313,6.0,0,38.08,0.0,0,0,0,0.953,6.1,0,52.59,0.0,0,0,0,0.339,6.0,0,64.84,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903301.273,ping,0.0,0,316.4,0,54.36,0.0,0,0,0,0.352,5.9,27,38.2,1.06,0,46,46,0.382,6.0,0,53.93,0.0,0,0,0,0.313,6.0,52,38.8,1.6,0,90,90,0.382,6.1,18,64.7,0.0,0,31,31,0.292,6.0,0,64.84,0.0,0,0,0,0.27,5.8,0.0,0,65.7
1774903303.119,ping,0.0,0,316.4,0,54.04,0.0,0,0,0,0.351,5.9,0,25.6,0.0,0,0,0,0.392,6.0,0,54.32,0.0,0,0,0,0.274,6.0,0,19.11,0.54,0,0,0,0.43,6.1,0,64.7,0.0,0,0,0,0.292,6.0,0,65.84,0.0,0,0,0,0.339,5.8,0.0,0,65.7
1774903304.997,ping,0.0,0,316.4,0,54.04,0.0,0,0,0,0.351,5.9,0,25.6,0.0,0,0,0,0.392,6.0,0,54.32,0.0,0,0,0,0.274,6.0,0,19.11,0.0,0,0,0,0.43,6.1,6,48.86,0.53,0,13,13,0.319,6.0,0,65.84,0.0,0,0,0,0.339,5.8,2.71,0,65.7
1774903306.836,ping,0.0,0,316.4,0,54.04,0.0,0,0,0,0.351,5.9,0,25.6,0.0,0,0,0,0.392,6.0,0,54.32,0.0,0,0,0,0.274,6.0,0,40.11,0.0,0,0,0,0.875,6.1,0,48.86,0.0,0,0,0,0.319,6.0,0,65.84,0.0,0,0,0,0.339,5.8,38.16,0,65.7
1774903308.675,ping,0.0,0,316.4,0,54.04,0.0,0,0,0,0.351,5.9,0,25.6,0.0,0,0,0,0.392,6.0,0,54.32,0.0,0,0,0,0.274,6.0,0,40.11,0.0,0,0,0,0.875,6.1,0,48.86,0.0,0,0,0,0.319,6.0,0,65.84,0.0,0,0,0,0.339,5.8,44.11,0,65.7
1774903310.538,ping,0.0,0,316.4,0,54.04,0.0,0,0,0,0.351,5.9,26,25.6,0.54,0,46,46,0.392,6.0,0,54.32,0.0,0,0,0,0.274,6.0,61,40.11,1.07,0,90,90,0.875,6.1,18,48.86,0.0,0,31,31,0.319,6.0,0,65.84,0.0,0,0,0,0.339,5.8,48.84,0,65.7
1774903312.424,ping,0.0,0,316.4,0,52.23,0.0,0,0,0,0.285,5.9,0,19.44,0.53,0,0,0,0.374,6.0,0,45.79,0.0,0,0,0,0.256,6.0,0,13.28,0.53,0,0,0,0.384,6.1,0,63.64,0.0,0,0,0,0.345,6.0,0,56.13,0.53,0,0,0,0.334,5.8,46.27,0,65.7
1774903314.27,ping,0.0,0,316.4,0,52.23,0.0,0,0,0,0.285,5.9,0,19.44,0.0,0,0,0,0.374,6.0,0,45.79,0.0,0,0,0,0.256,6.0,0,13.28,0.0,0,0,0,0.384,6.1,0,63.64,0.0,0,0,0,0.345,6.0,0,56.13,0.0,0,0,0,0.334,5.8,45.36,0,65.7
1774903316.091,ping,0.0,0,316.4,0,52.23,0.0,0,0,0,0.285,5.9,0,19.44,0.0,0,0,0,0.374,6.0,0,45.79,0.0,0,0,0,0.256,6.0,0,13.28,0.0,0,0,0,0.384,6.1,0,50.05,0.0,0,0,0,0.325,6.0,0,56.13,0.0,0,0,0,0.334,5.8,45.92,0,65.7
1774903318.319,ping,0.0,0,316.4,0,52.23,0.0,0,0,0,0.285,5.9,0,19.44,0.0,0,0,0,0.374,6.0,0,45.79,0.0,0,0,0,0.256,6.0,50,34.99,0.45,0,61,61,0.953,6.1,0,50.05,0.0,0,0,0,0.325,6.0,0,56.13,0.0,0,0,0,0.334,5.8,50.65,0,65.7
1774903320.161,ping,0.0,0,316.4,0,52.23,0.0,0,0,0,0.285,5.9,26,19.44,0.0,0,46,46,0.374,6.0,0,45.79,0.0,0,0,0,0.256,6.0,53,34.99,0.54,0,90,90,0.953,6.1,18,50.05,0.0,0,31,31,0.325,6.0,0,56.13,0.0,0,0,0,0.334,5.8,37.82,0,65.7
1774903322.026,ping,0.0,0,316.4,0,49.19,0.0,0,0,0,0.261,5.9,0,15.31,0.54,0,0,0,0.344,6.0,0,43.13,0.0,0,0,0,0.244,6.0,0,16.11,2.14,0,0,0,0.427,6.1,0,58.72,0.0,0,0,0,0.345,6.0,0,50.71,0.0,0,0,0,0.334,5.8,38.68,0,65.7
1774903323.909,ping,0.0,0,316.4,0,49.19,0.0,0,0,0,0.261,5.9,0,15.31,0.0,0,0,0,0.344,6.0,0,43.13,0.0,0,0,0,0.244,6.0,0,16.11,0.0,0,0,0,0.427,6.1,0,58.72,0.0,0,0,0,0.345,6.0,0,50.71,0.0,0,0,0,0.334,5.8,50.2,0,65.7
1774903325.764,ping,0.0,0,316.4,0,49.19,0.0,0,0,0,0.261,5.9,0,15.31,0.0,0,0,0,0.344,6.0,0,43.13,0.0,0,0,0,0.244,6.0,0,16.11,0.0,0,0,0,0.427,6.1,9,58.72,0.0,0,13,13,0.345,6.0,0,50.71,0.0,0,0,0,0.334,5.8,45.89,0,65.7
1774903329.146,ping,0.0,0,316.4,0,49.19,0.0,0,0,0,0.261,5.9,0,15.31,0.0,0,0,0,0.344,6.0,0,43.13,0.0,0,0,0,0.244,6.0,0,40.19,0.3,0,0,0,1.024,6.1,0,49.49,0.0,0,0,0,0.319,6.0,0,50.71,0.0,0,0,0,0.334,5.8,9.99,0,65.7
1774903330.988,ping,0.0,0,316.4,0,49.19,0.0,0,0,0,0.261,5.9,28,35.29,0.54,0,46,46,0.387,6.0,0,43.13,0.0,0,0,0,0.244,6.0,54,35.48,0.54,0,90,90,0.399,6.1,19,63.7,0.54,0,31,31,0.346,6.0,0,50.71,0.0,0,0,0,0.334,5.8,3.24,0,65.7
1774903332.842,ping,0.0,0,316.4,0,52.75,0.0,0,0,0,0.29,5.9,0,22.55,0.54,0,0,0,0.395,6.0,0,50.74,0.0,0,0,0,0.272,6.0,0,14.95,1.62,0,0,0,0.424,6.1,0,63.7,0.0,0,0,0,0.346,6.0,0,52.41,0.0,0,0,0,0.345,5.8,2.15,0,65.7
1774903334.686,ping,0.0,0,316.4,0,52.75,0.0,0,0,0,0.29,5.9,0,22.55,0.0,0,0,0,0.395,6.0,0,50.74,0.0,0,0,0,0.272,6.0,0,14.95,0.0,0,0,0,0.424,6.1,0,63.7,0.0,0,0,0,0.346,6.0,0,52.41,0.0,0,0,0,0.345,5.8,3.28,0,65.7
1774903336.536,ping,0.0,0,316.4,0,52.75,0.0,0,0,0,0.29,5.9,0,22.55,0.0,0,0,0,0.395,6.0,0,50.74,0.0,0,0,0,0.272,6.0,0,14.95,0.0,0,0,0,0.424,6.1,0,63.7,0.0,0,0,0,0.346,6.0,0,52.41,0.0,0,0,0,0.345,5.8,2.14,0,65.7
1774903338.397,ping,0.0,0,316.4,0,52.75,0.0,0,0,0,0.29,5.9,0,22.55,0.0,0,0,0,0.395,6.0,0,50.74,0.0,0,0,0,0.272,6.0,0,14.95,0.0,0,0,0,0.424,6.1,0,43.9,0.0,0,0,0,0.321,6.0,0,52.41,0.0,0,0,0,0.345,5.8,3.25,0,65.7
1774903340.227,ping,0.0,0,316.4,0,52.75,0.0,0,0,0,0.29,5.9,27,22.55,0.55,0,46,46,0.395,6.0,0,50.74,0.0,0,0,0,0.272,6.0,89,39.25,1.64,0,151,151,1.001,6.1,18,43.9,0.55,0,31,31,0.321,6.0,0,52.41,0.0,0,0,0,0.345,5.8,0.55,0,65.7
1774903342.073,ping,0.0,0,316.4,0,54.94,0.54,0,0,0,0.351,5.9,0,21.0,0.54,0,0,0,0.399,6.0,0,53.83,0.0,0,0,0,0.336,6.0,0,14.19,1.63,0,0,0,0.432,6.1,0,58.22,0.0,0,0,0,0.357,6.0,0,53.68,0.54,0,0,0,0.345,5.8,0.0,0,65.7
1774903343.92,ping,0.0,0,316.4,0,54.94,0.0,0,0,0,0.351,5.9,0,21.0,0.0,0,0,0,0.399,6.0,0,53.83,0.0,0,0,0,0.336,6.0,0,14.19,0.0,0,0,0,0.432,6.1,0,58.22,0.0,0,0,0,0.357,6.0,0,53.68,0.0,0,0,0,0.345,5.8,0.0,0,65.7
1774903345.752,ping,0.0,0,316.4,0,54.94,0.0,0,0,0,0.351,5.9,0,21.0,0.0,0,0,0,0.399,6.0,0,53.83,0.0,0,0,0,0.336,6.0,0,14.19,0.0,0,0,0,0.432,6.1,0,58.22,0.0,0,0,0,0.357,6.0,0,53.68,0.0,0,0,0,0.345,5.8,0.0,0,65.7
1774903347.609,ping,0.0,0,316.4,0,54.94,0.0,0,0,0,0.351,5.9,0,21.0,0.0,0,0,0,0.399,6.0,0,53.83,0.0,0,0,0,0.336,6.0,0,14.19,0.0,0,0,0,0.432,6.1,7,58.22,0.0,0,15,15,0.357,6.0,0,53.68,0.0,0,0,0,0.345,5.8,0.0,0,65.7
1774903349.449,ping,0.0,0,316.4,0,54.94,0.0,0,0,0,0.351,5.9,0,21.0,0.0,0,0,0,0.399,6.0,0,53.83,0.0,0,0,0,0.336,6.0,0,14.19,0.0,0,0,0,0.432,6.1,7,45.96,0.0,0,15,15,0.271,6.0,0,53.68,0.0,0,0,0,0.345,5.8,0.0,0,65.7
1774903351.274,ping,0.0,0,316.4,0,54.94,0.0,0,0,0,0.351,5.9,26,41.74,1.1,0,46,46,0.382,6.0,0,53.83,0.0,0,0,0,0.336,6.0,55,40.27,3.29,0,90,90,0.691,6.1,19,60.67,0.0,0,31,31,0.352,6.0,0,53.68,0.55,0,0,0,0.345,5.8,0.0,0,65.7
1774903353.12,ping,0.0,0,316.4,0,47.28,0.0,0,0,0,0.266,5.9,0,27.35,0.54,0,0,0,0.394,6.0,0,44.13,0.0,0,0,0,0.266,6.0,0,20.66,0.54,0,0,0,0.43,6.1,0,60.67,0.0,0,0,0,0.352,6.0,0,52.45,0.0,0,0,0,0.344,5.8,0.0,0,65.7
1774903354.994,ping,0.0,0,316.4,0,47.28,0.0,0,0,0,0.266,5.9,0,27.35,0.0,0,0,0,0.394,6.0,0,44.13,0.0,0,0,0,0.266,6.0,0,20.66,0.0,0,0,0,0.43,6.1,0,60.67,0.0,0,0,0,0.352,6.0,0,52.45,0.0,0,0,0,0.344,5.8,1.61,0,65.7
1774903356.849,ping,0.0,0,316.4,0,47.28,0.0,0,0,0,0.266,5.9,0,27.35,0.0,0,0,0,0.394,6.0,0,44.13,0.0,0,0,0,0.266,6.0,0,20.66,0.0,0,0,0,0.43,6.1,0,60.67,0.0,0,0,0,0.352,6.0,0,52.45,0.0,0,0,0,0.344,5.8,31.85,0,65.7
1774903358.718,ping,0.0,0,316.4,0,47.28,0.0,0,0,0,0.266,5.9,0,27.35,0.0,0,0,0,0.394,6.0,0,44.13,0.0,0,0,0,0.266,6.0,0,20.66,0.0,0,0,0,0.43,6.1,0,60.67,0.0,0,0,0,0.352,6.0,0,52.45,0.0,0,0,0,0.344,5.8,48.86,0,65.7
1774903360.54,ping,0.0,0,316.4,0,47.28,0.0,0,0,0,0.266,5.9,26,27.35,0.0,0,46,46,0.394,6.0,0,44.13,0.0,0,0,0,0.266,6.0,55,20.66,0.55,0,90,90,0.43,6.1,19,48.79,0.55,0,31,31,0.31,6.0,0,52.45,0.0,0,0,0,0.344,5.8,47.13,0,65.7
1774903362.393,ping,0.0,0,316.4,0,51.13,0.0,0,0,0,0.332,5.9,0,16.3,0.0,0,0,0,0.337,6.0,0,47.96,0.54,0,0,0,0.345,6.0,34,21.16,2.7,0,61,61,0.517,6.1,0,63.2,0.0,0,0,0,0.346,6.0,0,50.25,0.0,0,0,0,0.332,5.8,43.31,0,65.7
1774903364.251,ping,0.0,0,316.4,0,51.13,0.0,0,0,0,0.332,5.9,0,16.3,0.0,0,0,0,0.337,6.0,0,47.96,0.0,0,0,0,0.345,6.0,0,21.16,0.0,0,0,0,0.517,6.1,0,63.2,0.0,0,0,0,0.346,6.0,0,50.25,0.0,0,0,0,0.332,5.8,45.87,0,65.7
1774903366.115,ping,0.0,0,316.4,0,51.13,0.0,0,0,0,0.332,5.9,0,16.3,0.0,0,0,0,0.337,6.0,0,47.96,0.0,0,0,0,0.345,6.0,0,21.16,0.0,0,0,0,0.517,6.1,0,63.2,0.0,0,0,0,0.346,6.0,0,50.25,0.0,0,0,0,0.332,5.8,37.04,0,65.7
1774903367.971,ping,0.0,0,316.4,0,51.13,0.0,0,0,0,0.332,5.9,0,16.3,0.0,0,0,0,0.337,6.0,0,47.96,0.0,0,0,0,0.345,6.0,0,21.16,0.0,0,0,0,0.517,6.1,0,63.2,0.0,0,0,0,0.346,6.0,0,50.25,0.0,0,0,0,0.332,5.8,42.47,0,65.7
1774903369.823,ping,0.0,0,316.4,0,51.13,0.0,0,0,0,0.332,5.9,32,16.3,0.0,0,46,46,0.337,6.0,0,47.96,0.0,0,0,0,0.345,6.0,52,21.16,0.0,0,90,90,0.517,6.1,24,63.2,0.0,0,44,44,0.346,6.0,0,50.25,0.0,0,0,0,0.332,5.8,54.62,0,65.7
1774903371.666,ping,0.0,0,316.4,0,51.13,0.54,0,0,0,0.332,5.9,0,47.96,0.0,0,0,0,0.311,6.0,0,47.96,0.0,0,0,0,0.345,6.0,0,44.05,2.17,0,0,0,0.36,6.1,0,47.92,0.0,0,0,0,0.306,6.0,0,50.25,0.0,0,0,0,0.332,5.8,52.61,0,65.7
1774903373.498,ping,0.0,0,316.4,0,50.63,0.0,0,0,0,0.341,5.9,0,19.52,0.0,0,0,0,0.355,6.0,0,48.56,0.0,0,0,0,0.346,6.0,0,36.59,1.09,0,0,0,0.963,6.1,0,47.92,0.0,0,0,0,0.306,6.0,0,50.83,0.0,0,0,0,0.337,5.8,57.12,0,65.7
1774903375.355,ping,0.0,0,316.4,0,50.63,0.0,0,0,0,0.341,5.9,0,19.52,0.0,0,0,0,0.355,6.0,0,48.56,0.0,0,0,0,0.346,6.0,0,36.59,0.0,0,0,0,0.963,6.1,0,47.92,0.0,0,0,0,0.306,6.0,0,50.83,0.0,0,0,0,0.337,5.8,54.59,0,65.7
1774903378.072,ping,0.0,0,316.4,0,50.63,0.0,0,0,0,0.341,5.9,0,19.52,0.0,0,0,0,0.355,6.0,0,48.56,0.0,0,0,0,0.346,6.0,0,36.59,0.0,0,0,0,0.963,6.1,0,47.92,0.0,0,0,0,0.306,6.0,0,50.83,0.0,0,0,0,0.337,5.8,12.79,0,65.7
1774903380.359,ping,0.0,0,316.4,0,50.63,0.0,0,0,0,0.341,5.9,27,19.52,0.44,0,46,46,0.355,6.0,0,48.56,0.0,0,0,0,0.346,6.0,54,36.59,0.0,0,90,90,0.963,6.1,19,47.92,0.0,0,31,31,0.306,6.0,0,50.83,0.0,0,0,0,0.337,5.8,0.0,0,65.7
1774903382.206,ping,0.0,0,316.4,0,52.74,0.0,0,0,0,0.343,5.9,0,26.62,0.54,0,0,0,0.39,6.0,0,53.15,0.0,0,0,0,0.357,6.0,0,15.39,2.71,0,0,0,0.426,6.1,0,48.89,0.0,0,0,0,0.338,6.0,0,52.5,0.54,0,0,0,0.343,5.8,0.0,0,65.7
1774903384.053,ping,0.0,0,316.4,0,52.74,0.0,0,0,0,0.343,5.9,0,26.62,0.0,0,0,0,0.39,6.0,0,53.15,0.0,0,0,0,0.357,6.0,33,40.98,0.54,0,61,61,1.02,6.1,0,48.89,0.0,0,0,0,0.338,6.0,0,52.5,0.0,0,0,0,0.343,5.8,0.0,0,65.7
1774903385.87,ping,0.0,0,316.4,0,52.74,0.0,0,0,0,0.343,5.9,0,26.62,0.0,0,0,0,0.39,6.0,0,53.15,0.0,0,0,0,0.357,6.0,0,40.98,0.0,0,0,0,1.02,6.1,0,48.89,0.0,0,0,0,0.338,6.0,0,52.5,0.0,0,0,0,0.343,5.8,0.0,0,65.7
1774903387.71,ping,0.0,0,316.4,0,52.74,0.0,0,0,0,0.343,5.9,0,26.62,0.0,0,0,0,0.39,6.0,0,53.15,0.0,0,0,0,0.357,6.0,0,40.98,0.0,0,0,0,1.02,6.1,0,48.89,0.0,0,0,0,0.338,6.0,0,52.5,0.0,0,0,0,0.343,5.8,0.0,0,65.7
1774903389.559,ping,0.0,0,316.4,0,52.74,0.0,0,0,0,0.343,5.9,0,26.62,0.0,0,0,0,0.39,6.0,0,53.15,0.0,0,0,0,0.357,6.0,0,40.98,0.0,0,0,0,1.02,6.1,0,48.89,0.0,0,0,0,0.338,6.0,0,52.5,0.0,0,0,0,0.343,5.8,0.0,0,65.7
