concurrency,round,size_bytes,mean_rtt_ms,min_ue_rtt_ms,max_ue_rtt_ms,p95_ue_rtt_ms,mean_mdev_ms,mean_loss_pct
1,1,1400,2.378,2.378,2.378,2.378,0.156,0.0
1,2,1400,2.522,2.522,2.522,2.522,0.296,0.0
1,3,1400,2.334,2.334,2.334,2.334,0.384,0.0
1,4,1400,2.458,2.458,2.458,2.458,0.11,0.0
1,5,1400,2.558,2.558,2.558,2.558,0.132,0.0
