concurrency,round,size_bytes,mean_rtt_ms,min_ue_rtt_ms,max_ue_rtt_ms,p95_ue_rtt_ms,mean_mdev_ms,mean_loss_pct
50,1,1400,3.152,2.938,3.312,3.28,0.877,0.0
50,2,1400,3.131,2.956,3.285,3.245,1.056,0.013
50,3,1400,3.241,2.991,3.485,3.469,1.003,0.004
50,4,1400,3.031,2.769,3.141,3.131,0.991,0.001
50,5,1400,2.937,2.63,3.127,3.106,0.889,0.0
