concurrency,round,size_bytes,mean_rtt_ms,min_ue_rtt_ms,max_ue_rtt_ms,p95_ue_rtt_ms,mean_mdev_ms,mean_loss_pct
10,1,1400,3.783,2.583,4.861,4.704,1.561,0.0
10,2,1400,3.271,2.42,4.286,4.183,1.819,0.0
10,3,1400,4.484,2.772,6.536,6.189,1.498,0.0
10,4,1400,4.143,2.779,5.888,5.55,1.759,0.0
10,5,1400,3.786,2.553,5.496,5.18,1.651,0.0
