concurrency,round,size_bytes,mean_rtt_ms,min_ue_rtt_ms,max_ue_rtt_ms,p95_ue_rtt_ms,mean_mdev_ms,mean_loss_pct
20,1,1400,1.32,0.992,1.607,1.599,0.325,0.0
20,2,1400,1.293,1.023,1.47,1.456,0.311,0.0
20,3,1400,1.409,1.042,1.699,1.66,0.411,0.0
20,4,1400,1.308,1.005,1.588,1.487,0.272,0.0
20,5,1400,1.31,1.023,1.488,1.465,0.317,0.0
