concurrency,round,size_bytes,mean_rtt_ms,min_ue_rtt_ms,max_ue_rtt_ms,p95_ue_rtt_ms,mean_mdev_ms,mean_loss_pct
10,1,1400,1.477,1.142,1.72,1.643,0.28,0.0
10,2,1400,1.485,1.301,1.622,1.584,0.295,0.0
10,3,1400,1.474,1.208,1.641,1.588,0.249,0.0
10,4,1400,1.549,1.329,1.727,1.665,0.339,0.0
10,5,1400,1.482,0.971,1.593,1.589,0.211,0.0
