concurrency,round,size_bytes,mean_rtt_ms,min_ue_rtt_ms,max_ue_rtt_ms,p95_ue_rtt_ms,mean_mdev_ms,mean_loss_pct
50,1,1400,9.954,9.87,10.017,10.009,0.569,33.65
50,2,1400,10.433,10.384,10.474,10.463,0.756,
50,3,1400,10.145,10.056,10.2,10.196,0.854,44.819
50,4,1400,10.11,10.019,10.171,10.164,0.97,34.664
50,5,1400,10.381,10.324,10.424,10.418,0.766,44.303
