ts,phase,amf_cpu_pct,amf_ctx_sw,amf_rss_mb,ausf_aex_rate,ausf_cache_miss_pct,ausf_cpu_pct,ausf_ctx_sw,ausf_eenter_rate,ausf_eexit_rate,ausf_ipc,ausf_rss_mb,nrf_aex_rate,nrf_cache_miss_pct,nrf_cpu_pct,nrf_ctx_sw,nrf_eenter_rate,nrf_eexit_rate,nrf_ipc,nrf_rss_mb,pcf_aex_rate,pcf_cache_miss_pct,pcf_cpu_pct,pcf_ctx_sw,pcf_eenter_rate,pcf_eexit_rate,pcf_ipc,pcf_rss_mb,scp_aex_rate,scp_cache_miss_pct,scp_cpu_pct,scp_ctx_sw,scp_eenter_rate,scp_eexit_rate,scp_ipc,scp_rss_mb,smf_aex_rate,smf_cache_miss_pct,smf_cpu_pct,smf_ctx_sw,smf_eenter_rate,smf_eexit_rate,smf_ipc,smf_rss_mb,udm_aex_rate,udm_cache_miss_pct,udm_cpu_pct,udm_ctx_sw,udm_eenter_rate,udm_eexit_rate,udm_ipc,udm_rss_mb,upf_aex_rate,upf_cache_miss_pct,upf_cpu_pct,upf_ctx_sw,upf_eenter_rate,upf_eexit_rate,upf_ipc,upf_rss_mb
1774919564.291,ping,0.0,0,152.8,0,73.94,0.0,0,0,0,0.35,6.1,0,51.23,0.0,0,0,0,0.312,6.1,0,63.41,0.0,0,0,0,0.32,5.9,0,43.28,0.0,0,0,0,0.39,6.1,0,67.43,0.0,0,0,0,0.338,6.0,0,67.26,0.0,0,0,0,0.344,5.9,29321,13.91,100.11,0,43756,43756,0.385,28.8
1774919565.878,ping,0.0,0,152.8,0,73.94,0.0,0,0,0,0.35,6.1,0,51.23,0.0,0,0,0,0.312,6.1,0,63.41,0.0,0,0,0,0.32,5.9,0,37.89,1.26,0,0,0,1.333,6.1,0,41.48,0.0,0,0,0,0.34,6.0,0,67.26,0.0,0,0,0,0.344,5.9,29083,13.93,99.58,0,43776,43776,0.385,28.8
1774919567.451,ping,0.0,0,152.8,0,73.94,0.0,0,0,0,0.35,6.1,0,51.23,0.0,0,0,0,0.312,6.1,0,63.41,0.0,0,0,0,0.32,5.9,0,37.89,0.0,0,0,0,1.333,6.1,0,41.48,0.0,0,0,0,0.34,6.0,0,67.26,0.0,0,0,0,0.344,5.9,29500,12.85,100.45,0,43666,43667,0.386,28.8
1774919569.034,ping,0.0,0,152.8,0,73.94,0.0,0,0,0,0.35,6.1,0,51.23,0.0,0,0,0,0.312,6.1,0,63.41,0.0,0,0,0,0.32,5.9,0,37.89,0.0,0,0,0,1.333,6.1,0,41.48,0.0,0,0,0,0.34,6.0,0,67.26,0.0,0,0,0,0.344,5.9,29500,13.95,99.82,0,43666,43667,0.385,28.8
1774919570.616,ping,0.0,0,152.8,18,75.69,0.63,0,31,31,0.352,6.1,20,57.56,0.63,0,34,34,0.38,6.1,0,65.39,0.63,0,0,0,0.259,5.9,53,44.59,1.9,0,92,92,0.347,6.1,6,50.57,0.63,0,11,11,0.358,6.0,0,67.26,0.0,0,0,0,0.344,5.9,28924,13.78,99.23,0,43880,43880,0.385,28.8
1774919572.189,ping,0.0,0,152.8,0,75.69,0.0,0,0,0,0.352,6.1,0,53.47,0.0,0,0,0,0.353,6.1,0,65.39,0.0,0,0,0,0.259,5.9,0,47.05,0.64,0,0,0,0.388,6.1,0,50.57,0.0,0,0,0,0.358,6.0,0,72.18,0.64,0,0,0,0.348,5.9,23583,8.51,101.72,0,46921,46920,0.36,28.8
1774919574.221,ping,0.0,0,152.8,0,75.69,0.0,0,0,0,0.352,6.1,0,53.47,0.0,0,0,0,0.353,6.1,0,65.39,0.0,0,0,0,0.259,5.9,0,47.05,0.0,0,0,0,0.388,6.1,0,50.57,0.0,0,0,0,0.358,6.0,0,72.18,0.0,0,0,0,0.348,5.9,23583,8.32,98.91,0,46914,46914,0.36,28.8
1774919575.827,ping,0.0,0,152.8,0,75.69,0.0,0,0,0,0.352,6.1,0,53.47,0.0,0,0,0,0.353,6.1,0,65.39,0.0,0,0,0,0.259,5.9,33,47.05,0.0,0,61,61,0.388,6.1,6,50.57,0.0,0,13,13,0.358,6.0,0,72.18,0.0,0,0,0,0.348,5.9,23546,8.22,100.28,0,46867,46867,0.36,28.8
1774919577.426,ping,0.0,0,152.8,0,75.69,0.0,0,0,0,0.352,6.1,0,53.47,0.0,0,0,0,0.353,6.1,0,65.39,0.0,0,0,0,0.259,5.9,0,38.36,1.25,0,0,0,1.035,6.1,0,41.87,0.0,0,0,0,0.34,6.0,0,72.18,0.0,0,0,0,0.348,5.9,24744,7.73,100.02,0,46546,46546,0.361,28.8
1774919579.007,ping,0.0,0,152.8,0,75.69,0.0,0,0,0,0.352,6.1,0,53.47,0.63,0,0,0,0.353,6.1,0,65.39,0.0,0,0,0,0.259,5.9,0,38.36,0.0,0,0,0,1.035,6.1,0,41.87,0.0,0,0,0,0.34,6.0,0,72.18,0.0,0,0,0,0.348,5.9,24744,9.96,100.61,0,46546,46546,0.368,28.8
1774919580.565,ping,0.0,0,152.8,19,72.33,0.0,0,31,31,0.36,6.1,27,46.78,0.64,0,46,46,0.373,6.1,0,61.92,0.0,0,0,0,0.262,5.9,72,37.25,1.93,0,120,120,0.404,6.1,13,50.54,0.0,0,20,20,0.338,6.0,0,72.18,0.0,0,0,0,0.348,5.9,10480,13.36,50.71,0,17862,17862,0.38,28.8
1774919582.137,ping,0.0,0,152.8,0,72.33,0.0,0,0,0,0.36,6.1,0,36.86,0.0,0,0,0,0.336,6.1,0,61.92,0.0,0,0,0,0.262,5.9,0,29.38,1.27,0,0,0,0.416,6.1,0,50.54,0.0,0,0,0,0.338,6.0,0,66.41,0.0,0,0,0,0.283,5.9,0,13.36,0.0,0,0,0,0.38,28.8
1774919583.711,ping,0.0,0,152.8,0,72.33,0.0,0,0,0,0.36,6.1,0,36.86,0.0,0,0,0,0.336,6.1,0,61.92,0.0,0,0,0,0.262,5.9,0,29.38,0.0,0,0,0,0.416,6.1,0,50.54,0.0,0,0,0,0.338,6.0,0,66.41,0.0,0,0,0,0.283,5.9,0,13.36,0.0,0,0,0,0.38,28.8
1774919585.295,ping,0.0,0,152.8,0,72.33,0.0,0,0,0,0.36,6.1,0,36.86,0.0,0,0,0,0.336,6.1,0,61.92,0.0,0,0,0,0.262,5.9,0,29.38,0.0,0,0,0,0.416,6.1,0,50.54,0.0,0,0,0,0.338,6.0,0,66.41,0.0,0,0,0,0.283,5.9,0,56.68,0.63,0,0,0,0.325,28.8
1774919586.875,ping,0.0,0,152.8,0,72.33,0.0,0,0,0,0.36,6.1,0,36.86,0.0,0,0,0,0.336,6.1,0,61.92,0.0,0,0,0,0.262,5.9,0,29.38,0.0,0,0,0,0.416,6.1,0,50.54,0.0,0,0,0,0.338,6.0,0,66.41,0.0,0,0,0,0.283,5.9,0,56.68,1.9,0,0,0,0.325,28.8
1774919588.495,ping,0.0,0,152.8,0,72.33,0.0,0,0,0,0.36,6.1,0,36.86,0.0,0,0,0,0.336,6.1,0,61.92,0.0,0,0,0,0.262,5.9,0,38.96,0.62,0,0,0,1.021,6.1,0,44.78,0.62,0,0,0,0.285,6.0,0,66.41,0.0,0,0,0,0.283,5.9,0,46.4,0.0,0,0,0,0.364,28.8
1774919590.077,ping,0.0,0,152.8,21,72.33,0.0,0,31,31,0.36,6.1,27,39.99,0.63,0,46,46,0.352,6.1,0,61.92,0.0,0,0,0,0.262,5.9,70,36.72,1.26,0,120,120,0.409,6.1,18,58.88,0.0,0,31,31,0.363,6.0,0,66.41,0.0,0,0,0,0.283,5.9,0,47.67,1.9,0,0,0,0.363,28.8
1774919591.668,ping,0.63,0,152.8,0,76.15,0.0,0,0,0,0.334,6.1,0,33.07,1.26,0,0,0,0.346,6.1,0,53.61,0.0,0,0,0,0.254,5.9,0,33.39,1.26,0,0,0,0.42,6.1,0,58.88,0.0,0,0,0,0.363,6.0,0,68.14,0.63,0,0,0,0.353,5.9,0,47.67,0.0,0,0,0,0.363,28.8
1774919593.283,ping,0.0,0,152.8,0,76.15,0.0,0,0,0,0.334,6.1,0,33.07,0.0,0,0,0,0.346,6.1,0,53.61,0.0,0,0,0,0.254,5.9,0,33.39,0.0,0,0,0,0.42,6.1,0,58.88,0.0,0,0,0,0.363,6.0,0,68.14,0.0,0,0,0,0.353,5.9,0,47.67,0.0,0,0,0,0.363,28.8
1774919594.863,ping,0.0,0,152.8,0,76.15,0.0,0,0,0,0.334,6.1,0,33.07,0.0,0,0,0,0.346,6.1,0,53.61,0.0,0,0,0,0.254,5.9,0,33.39,0.0,0,0,0,0.42,6.1,0,58.88,0.0,0,0,0,0.363,6.0,0,68.14,0.0,0,0,0,0.353,5.9,0,47.67,0.0,0,0,0,0.363,28.8
1774919596.499,ping,0.0,0,152.8,0,76.15,0.0,0,0,0,0.334,6.1,0,33.07,0.0,0,0,0,0.346,6.1,0,53.61,0.0,0,0,0,0.254,5.9,0,33.39,0.0,0,0,0,0.42,6.1,0,58.88,0.0,0,0,0,0.363,6.0,0,68.14,0.0,0,0,0,0.353,5.9,9496,5.86,37.29,0,18068,18069,0.352,28.8
1774919598.091,ping,0.0,0,152.8,0,76.15,0.0,0,0,0,0.334,6.1,0,33.07,0.0,0,0,0,0.346,6.1,0,53.61,0.0,0,0,0,0.254,5.9,33,33.39,0.63,0,61,61,0.42,6.1,7,58.88,0.0,0,15,15,0.363,6.0,0,68.14,0.0,0,0,0,0.353,5.9,24080,7.93,98.62,0,47778,47778,0.366,28.8
1774919599.682,ping,0.0,0,152.8,18,76.15,0.0,0,31,31,0.334,6.1,28,35.22,0.63,0,47,47,0.375,6.1,0,53.61,0.0,0,0,0,0.254,5.9,72,35.49,0.63,0,120,120,0.41,6.1,19,51.6,0.0,0,31,31,0.364,6.0,0,68.14,0.0,0,0,0,0.353,5.9,24419,9.68,100.57,0,48636,48636,0.375,28.8
1774919601.271,ping,0.0,0,152.8,18,48.72,0.63,0,31,31,0.214,6.1,28,51.79,1.26,0,47,47,0.375,6.1,0,70.14,0.63,0,0,0,0.339,5.9,72,31.13,1.89,0,120,120,0.423,6.1,19,51.6,0.0,0,31,31,0.364,6.0,0,74.44,0.0,0,0,0,0.352,5.9,24419,12.28,100.07,0,48636,48636,0.374,28.8
1774919602.844,ping,0.0,0,152.8,0,48.72,0.0,0,0,0,0.214,6.1,0,51.79,0.0,0,0,0,0.375,6.1,0,70.14,0.0,0,0,0,0.339,5.9,0,31.13,0.0,0,0,0,0.423,6.1,0,51.6,0.0,0,0,0,0.364,6.0,0,74.44,0.0,0,0,0,0.352,5.9,24558,10.11,99.76,0,48538,48538,0.374,28.8
1774919604.459,ping,0.0,0,152.8,0,48.72,0.0,0,0,0,0.214,6.1,0,51.79,0.0,0,0,0,0.375,6.1,0,70.14,0.0,0,0,0,0.339,5.9,0,31.13,0.0,0,0,0,0.423,6.1,0,51.6,0.0,0,0,0,0.364,6.0,0,74.44,0.0,0,0,0,0.352,5.9,24604,8.84,100.31,0,48685,48685,0.375,28.8
1774919606.058,ping,0.0,0,152.8,0,48.72,0.0,0,0,0,0.214,6.1,0,51.79,0.0,0,0,0,0.375,6.1,0,70.14,0.0,0,0,0,0.339,5.9,0,31.13,0.0,0,0,0,0.423,6.1,0,51.6,0.0,0,0,0,0.364,6.0,0,74.44,0.0,0,0,0,0.352,5.9,24477,10.45,100.06,0,48660,48660,0.374,28.8
1774919607.651,ping,0.0,0,152.8,0,48.72,0.0,0,0,0,0.214,6.1,0,51.79,0.0,0,0,0,0.375,6.1,0,70.14,0.0,0,0,0,0.339,5.9,0,31.13,0.0,0,0,0,0.423,6.1,0,51.6,0.0,0,0,0,0.364,6.0,0,74.44,0.0,0,0,0,0.352,5.9,24461,8.8,99.84,0,48616,48617,0.374,28.8
1774919609.22,ping,0.0,0,152.8,0,48.72,0.0,0,0,0,0.214,6.1,0,44.14,0.0,0,0,0,0.275,6.1,0,70.14,0.0,0,0,0,0.339,5.9,0,38.56,1.27,0,0,0,0.597,6.1,0,41.21,0.0,0,0,0,0.284,6.0,0,74.44,0.0,0,0,0,0.352,5.9,24461,10.22,100.68,0,48616,48617,0.373,28.8
1774919610.823,ping,0.0,0,152.8,18,46.95,0.0,0,31,31,0.218,6.1,26,45.18,0.62,0,46,46,0.331,6.1,0,57.02,0.0,0,0,0,0.345,5.9,74,40.93,2.5,0,120,120,0.355,6.1,20,41.21,0.0,0,31,31,0.284,6.0,0,74.44,0.0,0,0,0,0.352,5.9,24578,10.14,99.19,0,48893,48893,0.372,28.8
1774919612.416,ping,0.0,0,152.8,0,46.95,0.0,0,0,0,0.218,6.1,0,32.24,0.0,0,0,0,0.397,6.1,0,57.02,0.0,0,0,0,0.345,5.9,0,33.45,0.0,0,0,0,0.359,6.1,0,41.21,0.0,0,0,0,0.284,6.0,0,74.73,0.0,0,0,0,0.356,5.9,24526,9.07,99.82,0,48688,48688,0.374,28.8
1774919613.997,ping,0.0,0,152.8,0,46.95,0.0,0,0,0,0.218,6.1,0,32.24,0.0,0,0,0,0.397,6.1,0,57.02,0.0,0,0,0,0.345,5.9,0,33.45,0.0,0,0,0,0.359,6.1,0,41.21,0.0,0,0,0,0.284,6.0,0,74.73,0.0,0,0,0,0.356,5.9,24585,9.76,99.93,0,48716,48716,0.374,28.8
1774919615.608,ping,0.0,0,152.8,0,46.95,0.0,0,0,0,0.218,6.1,0,32.24,0.0,0,0,0,0.397,6.1,0,57.02,0.0,0,0,0,0.345,5.9,0,33.45,0.0,0,0,0,0.359,6.1,0,41.21,0.0,0,0,0,0.284,6.0,0,74.73,0.0,0,0,0,0.356,5.9,24534,8.38,99.31,0,48751,48751,0.375,28.8
1774919617.185,ping,0.0,0,152.8,0,46.95,0.0,0,0,0,0.218,6.1,0,32.24,0.0,0,0,0,0.397,6.1,0,57.02,0.0,0,0,0,0.345,5.9,0,33.45,0.0,0,0,0,0.359,6.1,0,41.21,0.0,0,0,0,0.284,6.0,0,74.73,0.0,0,0,0,0.356,5.9,24534,9.39,100.84,0,48751,48751,0.375,28.8
1774919618.767,ping,0.0,0,152.8,0,46.95,0.0,0,0,0,0.218,6.1,0,32.24,0.0,0,0,0,0.397,6.1,0,57.02,0.0,0,0,0,0.345,5.9,0,33.45,0.0,0,0,0,0.359,6.1,0,41.21,0.0,0,0,0,0.284,6.0,0,74.73,0.0,0,0,0,0.356,5.9,24455,9.65,99.86,0,48702,48702,0.374,28.8
1774919620.361,ping,0.0,0,152.8,18,47.63,0.0,0,31,31,0.344,6.1,30,47.08,0.63,0,46,46,0.294,6.1,0,57.95,0.0,0,0,0,0.342,5.9,102,38.86,2.51,0,181,181,0.552,6.1,27,35.88,0.63,0,46,46,0.343,6.0,0,74.73,0.0,0,0,0,0.356,5.9,24657,11.14,100.37,0,49073,49073,0.377,28.8
1774919621.969,ping,0.0,0,152.8,0,47.63,0.0,0,0,0,0.344,6.1,0,28.38,0.62,0,0,0,0.4,6.1,0,57.95,0.0,0,0,0,0.342,5.9,0,34.69,1.24,0,0,0,0.416,6.1,0,35.88,0.0,0,0,0,0.343,6.0,0,76.7,0.0,0,0,0,0.353,5.9,24677,11.63,99.54,0,49105,98134,0.378,28.8
1774919623.566,ping,0.0,0,152.8,0,47.63,0.0,0,0,0,0.344,6.1,0,28.38,0.0,0,0,0,0.4,6.1,0,57.95,0.0,0,0,0,0.342,5.9,0,34.69,0.0,0,0,0,0.416,6.1,0,35.88,0.0,0,0,0,0.343,6.0,0,76.7,0.0,0,0,0,0.353,5.9,24648,8.33,100.16,0,49078,49078,0.377,28.8
1774919625.165,ping,0.0,0,152.8,0,47.63,0.0,0,0,0,0.344,6.1,0,28.38,0.0,0,0,0,0.4,6.1,0,57.95,0.0,0,0,0,0.342,5.9,0,34.69,0.0,0,0,0,0.416,6.1,0,35.88,0.0,0,0,0,0.343,6.0,0,76.7,0.0,0,0,0,0.353,5.9,24648,10.12,100.07,0,49078,49078,0.377,28.8
1774919626.772,ping,0.0,0,152.8,0,47.63,0.0,0,0,0,0.344,6.1,0,28.38,0.0,0,0,0,0.4,6.1,0,57.95,0.0,0,0,0,0.342,5.9,0,34.69,0.0,0,0,0,0.416,6.1,0,35.88,0.0,0,0,0,0.343,6.0,0,76.7,0.0,0,0,0,0.353,5.9,24620,8.59,99.58,0,49016,98062,0.376,28.8
1774919628.367,ping,0.0,0,152.8,0,47.63,0.0,0,0,0,0.344,6.1,0,28.38,0.0,0,0,0,0.4,6.1,0,57.95,0.0,0,0,0,0.342,5.9,0,34.69,0.0,0,0,0,0.416,6.1,0,35.88,0.0,0,0,0,0.343,6.0,0,76.7,0.0,0,0,0,0.353,5.9,24493,8.82,100.31,0,48750,48750,0.369,28.8
1774919629.966,ping,0.0,0,152.8,19,47.63,0.0,0,31,31,0.344,6.1,27,56.63,0.63,0,46,46,0.363,6.1,0,57.95,0.0,0,0,0,0.342,5.9,72,56.13,1.88,0,120,120,0.381,6.1,18,65.43,0.0,0,31,31,0.339,6.0,0,76.7,0.0,0,0,0,0.353,5.9,24510,11.21,100.05,0,48804,48804,0.374,28.8
1774919631.565,ping,0.0,0,152.8,0,52.1,0.0,0,0,0,0.341,6.1,0,48.17,0.63,0,0,0,0.384,6.1,0,56.08,0.63,0,0,0,0.339,5.9,0,39.36,2.5,0,0,0,0.607,6.1,0,32.01,0.0,0,0,0,0.31,6.0,0,75.96,0.63,0,0,0,0.356,5.9,15734,11.08,100.05,0,31360,31360,0.375,28.8
1774919633.152,ping,0.0,0,152.8,0,52.1,0.0,0,0,0,0.341,6.1,0,48.17,0.0,0,0,0,0.384,6.1,0,56.08,0.0,0,0,0,0.339,5.9,0,39.36,0.0,0,0,0,0.607,6.1,0,32.01,0.0,0,0,0,0.31,6.0,0,75.96,0.0,0,0,0,0.356,5.9,15734,10.5,33.4,0,31360,31360,0.373,28.8
1774919635.165,ping,0.0,0,152.8,0,52.1,0.0,0,0,0,0.341,6.1,0,48.17,0.0,0,0,0,0.384,6.1,0,56.08,0.0,0,0,0,0.339,5.9,0,39.36,0.0,0,0,0,0.607,6.1,0,32.01,0.0,0,0,0,0.31,6.0,0,75.96,0.0,0,0,0,0.356,5.9,0,10.5,0.0,0,0,0,0.373,28.8
1774919636.792,ping,0.0,0,152.8,0,52.1,0.0,0,0,0,0.341,6.1,0,48.17,0.0,0,0,0,0.384,6.1,0,56.08,0.0,0,0,0,0.339,5.9,0,39.36,0.0,0,0,0,0.607,6.1,0,32.01,0.0,0,0,0,0.31,6.0,0,75.96,0.0,0,0,0,0.356,5.9,0,10.5,0.0,0,0,0,0.373,28.8
1774919638.386,ping,0.0,0,152.8,0,52.1,0.0,0,0,0,0.341,6.1,0,48.17,0.0,0,0,0,0.384,6.1,0,56.08,0.0,0,0,0,0.339,5.9,0,39.36,0.0,0,0,0,0.607,6.1,0,32.01,0.0,0,0,0,0.31,6.0,0,75.96,0.0,0,0,0,0.356,5.9,0,10.5,0.0,0,0,0,0.373,28.8
1774919639.986,ping,0.0,0,152.8,19,52.1,0.0,0,31,31,0.341,6.1,26,51.08,0.63,0,46,46,0.341,6.1,0,56.08,0.0,0,0,0,0.339,5.9,72,49.8,1.25,0,120,120,0.364,6.1,18,68.47,0.0,0,31,31,0.358,6.0,0,75.96,0.0,0,0,0,0.356,5.9,212,10.5,0.0,0,417,417,0.373,28.8
1774919641.577,ping,0.0,0,152.8,0,57.02,0.0,0,0,0,0.279,6.1,0,40.31,0.63,0,0,0,0.381,6.1,0,58.42,0.0,0,0,0,0.347,5.9,32,28.42,1.89,0,61,61,0.372,6.1,6,68.47,0.0,0,13,13,0.358,6.0,0,66.52,0.0,0,0,0,0.356,5.9,15,40.23,1.26,0,23,23,0.357,28.8
1774919643.167,ping,0.0,0,152.8,0,57.02,0.0,0,0,0,0.279,6.1,0,40.31,0.0,0,0,0,0.381,6.1,0,58.42,0.0,0,0,0,0.347,5.9,32,40.93,0.63,0,61,61,1.038,6.1,6,40.38,0.0,0,13,13,0.233,6.0,0,66.52,0.0,0,0,0,0.356,5.9,15,45.93,0.0,0,23,23,0.375,28.8
1774919644.75,ping,0.0,0,152.8,0,57.02,0.0,0,0,0,0.279,6.1,0,40.31,0.0,0,0,0,0.381,6.1,0,58.42,0.0,0,0,0,0.347,5.9,0,40.93,0.0,0,0,0,1.038,6.1,0,40.38,0.0,0,0,0,0.233,6.0,0,66.52,0.0,0,0,0,0.356,5.9,0,45.93,0.0,0,0,0,0.375,28.8
1774919646.352,ping,0.0,0,152.8,0,57.02,0.0,0,0,0,0.279,6.1,0,40.31,0.0,0,0,0,0.381,6.1,0,58.42,0.0,0,0,0,0.347,5.9,0,40.93,0.0,0,0,0,1.038,6.1,0,40.38,0.0,0,0,0,0.233,6.0,0,66.52,0.0,0,0,0,0.356,5.9,0,45.93,0.0,0,0,0,0.375,28.8
1774919647.975,ping,0.0,0,152.8,0,57.02,0.0,0,0,0,0.279,6.1,0,40.31,0.0,0,0,0,0.381,6.1,0,58.42,0.0,0,0,0,0.347,5.9,0,40.93,0.0,0,0,0,1.038,6.1,0,40.38,0.0,0,0,0,0.233,6.0,0,66.52,0.0,0,0,0,0.356,5.9,5935,45.93,15.4,0,11249,11249,0.375,28.8
1774919649.57,ping,0.0,0,152.8,19,57.02,0.0,0,31,31,0.279,6.1,28,46.73,0.63,0,46,46,0.36,6.1,0,58.42,0.0,0,0,0,0.347,5.9,70,45.67,0.63,0,120,120,0.34,6.1,21,51.85,1.25,0,31,31,0.253,6.0,0,66.52,0.0,0,0,0,0.356,5.9,29386,10.31,78.41,0,43557,43556,0.376,28.8
1774919651.158,ping,0.0,0,152.8,19,50.47,0.0,0,31,31,0.306,6.1,28,33.44,0.63,0,46,46,0.388,6.1,0,76.97,0.63,0,0,0,0.33,5.9,70,30.08,1.89,0,120,120,0.419,6.1,21,51.85,0.0,0,31,31,0.253,6.0,0,66.52,0.0,0,0,0,0.356,5.9,29386,15.09,101.34,0,43557,43556,0.385,28.8
1774919652.774,ping,0.0,0,152.8,0,50.47,0.0,0,0,0,0.306,6.1,0,48.78,0.0,0,0,0,0.384,6.1,0,76.97,0.0,0,0,0,0.33,5.9,0,41.34,0.62,0,0,0,0.405,6.1,0,51.85,0.0,0,0,0,0.253,6.0,0,67.29,0.0,0,0,0,0.355,5.9,29103,12.88,99.04,0,43796,43796,0.386,28.8
1774919654.362,ping,0.0,0,152.8,0,50.47,0.0,0,0,0,0.306,6.1,0,48.78,0.0,0,0,0,0.384,6.1,0,76.97,0.0,0,0,0,0.33,5.9,0,36.42,0.0,0,0,0,1.04,6.1,0,29.71,0.0,0,0,0,0.325,6.0,0,67.29,0.0,0,0,0,0.355,5.9,24411,9.9,100.73,0,48582,48581,0.373,28.8
1774919655.947,ping,0.0,0,152.8,0,50.47,0.0,0,0,0,0.306,6.1,0,48.78,0.0,0,0,0,0.384,6.1,0,76.97,0.0,0,0,0,0.33,5.9,0,36.42,0.0,0,0,0,1.04,6.1,0,29.71,0.0,0,0,0,0.325,6.0,0,67.29,0.0,0,0,0,0.355,5.9,24441,9.36,99.68,0,48634,48634,0.374,28.8
1774919657.535,ping,0.0,0,152.8,0,50.47,0.0,0,0,0,0.306,6.1,0,48.78,0.0,0,0,0,0.384,6.1,0,76.97,0.0,0,0,0,0.33,5.9,0,36.42,0.0,0,0,0,1.04,6.1,0,29.71,0.0,0,0,0,0.325,6.0,0,67.29,0.0,0,0,0,0.355,5.9,24424,9.42,100.75,0,48632,48632,0.374,28.8
1774919659.153,ping,0.0,0,152.8,0,50.47,0.0,0,0,0,0.306,6.1,0,48.78,0.62,0,0,0,0.384,6.1,0,76.97,0.0,0,0,0,0.33,5.9,0,36.42,0.62,0,0,0,1.04,6.1,0,29.71,0.0,0,0,0,0.325,6.0,0,67.29,0.0,0,0,0,0.355,5.9,24424,10.41,99.51,0,48632,48632,0.373,28.8
1774919660.739,ping,0.0,0,152.8,19,58.47,0.63,0,31,31,0.287,6.1,27,51.09,0.63,0,46,46,0.382,6.1,0,64.85,0.0,0,0,0,0.345,5.9,74,45.92,2.52,0,120,120,0.33,6.1,22,47.39,0.0,0,31,31,0.346,6.0,0,67.29,0.0,0,0,0,0.355,5.9,24585,10.62,100.29,0,48953,48954,0.376,28.8
1774919662.347,ping,0.0,0,152.8,0,58.47,0.0,0,0,0,0.287,6.1,0,42.0,0.62,0,0,0,0.391,6.1,0,64.85,0.0,0,0,0,0.345,5.9,0,37.28,0.0,0,0,0,0.415,6.1,0,47.39,0.0,0,0,0,0.346,6.0,0,69.47,0.62,0,0,0,0.355,5.9,24541,12.2,98.25,0,48826,48826,0.375,28.8
1774919663.946,ping,0.0,0,152.8,0,58.47,0.0,0,0,0,0.287,6.1,0,42.0,0.0,0,0,0,0.391,6.1,0,64.85,0.0,0,0,0,0.345,5.9,32,37.28,0.0,0,61,61,0.415,6.1,8,47.39,0.0,0,15,15,0.346,6.0,0,69.47,0.0,0,0,0,0.355,5.9,24541,9.5,101.32,0,48856,48856,0.377,28.8
1774919665.543,ping,0.0,0,152.8,0,58.47,0.0,0,0,0,0.287,6.1,0,42.0,0.0,0,0,0,0.391,6.1,0,64.85,0.0,0,0,0,0.345,5.9,0,36.3,0.63,0,0,0,1.049,6.1,0,39.14,0.0,0,0,0,0.252,6.0,0,69.47,0.0,0,0,0,0.355,5.9,24561,9.72,100.18,0,48916,48916,0.376,28.8
1774919667.142,ping,0.0,0,152.8,0,58.47,0.0,0,0,0,0.287,6.1,0,42.0,0.0,0,0,0,0.391,6.1,0,64.85,0.0,0,0,0,0.345,5.9,0,36.3,0.0,0,0,0,1.049,6.1,0,39.14,0.0,0,0,0,0.252,6.0,0,69.47,0.0,0,0,0,0.355,5.9,24561,10.85,100.08,0,48916,48916,0.375,28.8
1774919668.731,ping,0.0,0,152.8,0,58.47,0.0,0,0,0,0.287,6.1,0,42.0,0.0,0,0,0,0.391,6.1,0,64.85,0.0,0,0,0,0.345,5.9,0,36.3,0.63,0,0,0,1.049,6.1,0,39.14,0.0,0,0,0,0.252,6.0,0,69.47,0.0,0,0,0,0.355,5.9,24570,9.99,100.04,0,48892,48892,0.375,28.8
1774919670.321,ping,0.0,0,152.8,18,65.25,0.0,0,31,31,0.262,6.1,28,51.59,0.63,0,46,46,0.384,6.1,0,60.13,0.0,0,0,0,0.343,5.9,73,45.16,1.26,0,120,120,0.385,6.1,19,53.13,0.0,0,31,31,0.351,6.0,0,69.47,0.0,0,0,0,0.355,5.9,24340,11.83,99.38,0,48461,48462,0.374,28.8
1774919671.906,ping,0.0,0,152.8,0,65.25,0.0,0,0,0,0.262,6.1,0,53.62,0.63,0,0,0,0.379,6.1,0,60.13,0.0,0,0,0,0.343,5.9,0,47.08,2.52,0,0,0,0.389,6.1,0,53.13,0.0,0,0,0,0.351,6.0,0,74.55,0.0,0,0,0,0.359,5.9,24382,11.34,100.28,0,48521,48521,0.374,28.8
1774919673.503,ping,0.0,0,152.8,0,65.25,0.0,0,0,0,0.262,6.1,0,53.62,0.0,0,0,0,0.379,6.1,0,60.13,0.0,0,0,0,0.343,5.9,0,47.08,0.0,0,0,0,0.389,6.1,0,53.13,0.0,0,0,0,0.351,6.0,0,74.55,0.0,0,0,0,0.359,5.9,24449,9.65,100.86,0,48663,48663,0.375,28.8
1774919675.107,ping,0.0,0,152.8,0,65.25,0.0,0,0,0,0.262,6.1,0,53.62,0.0,0,0,0,0.379,6.1,0,60.13,0.0,0,0,0,0.343,5.9,0,47.08,0.0,0,0,0,0.389,6.1,0,53.13,0.0,0,0,0,0.351,6.0,0,74.55,0.0,0,0,0,0.359,5.9,24449,10.37,99.11,0,48663,48663,0.376,28.8
