concurrency,round,size_bytes,mean_rtt_ms,min_ue_rtt_ms,max_ue_rtt_ms,p95_ue_rtt_ms,mean_mdev_ms,mean_loss_pct
100,1,1400,12.495,9.566,13.519,13.293,2.742,92.384
100,2,1400,12.591,10.008,13.602,13.508,3.123,88.675
100,3,1400,12.922,11.173,13.81,13.761,2.872,85.592
