concurrency,round,size_bytes,mean_rtt_ms,min_ue_rtt_ms,max_ue_rtt_ms,p95_ue_rtt_ms,mean_mdev_ms,mean_loss_pct
1,1,1400,3.061,3.061,3.061,3.061,0.257,0.0
1,2,1400,3.033,3.033,3.033,3.033,0.199,0.0
1,3,1400,3.159,3.159,3.159,3.159,0.201,0.0
1,4,1400,3.115,3.115,3.115,3.115,0.153,0.0
1,5,1400,3.05,3.05,3.05,3.05,0.159,0.0
