concurrency,round,size_bytes,mean_rtt_ms,min_ue_rtt_ms,max_ue_rtt_ms,p95_ue_rtt_ms,mean_mdev_ms,mean_loss_pct
50,1,1400,1.123,1.025,1.304,1.213,0.241,0.0
50,2,1400,1.094,0.991,1.221,1.211,0.247,0.0
50,3,1400,1.095,1.0,1.222,1.174,0.233,0.0
50,4,1400,1.086,1.025,1.188,1.157,0.212,0.0
50,5,1400,1.103,1.013,1.233,1.225,0.24,0.0
